"Class","Library","Total Instances","Total Size","Total Dart Heap Size","Total External Size","New Space Instances","New Space Size","New Space Dart Heap Size","New Space External Size","Old Space Instances","Old Space Size","Old Space Dart Heap Size","Old Space External Size"
KeyedSubtree,package:flutter/src/widgets/basic.dart,3,96,96,0,0,0,0,0,3,96,96,0
Builder,package:flutter/src/widgets/basic.dart,15,480,480,0,0,0,0,0,15,480,480,0
ColoredBox,package:flutter/src/widgets/basic.dart,1,48,48,0,0,0,0,0,1,48,48,0
_RenderColoredBox,package:flutter/src/widgets/basic.dart,1,272,272,0,0,0,0,0,1,272,272,0
RenderObjectToWidgetAdapter,package:flutter/src/widgets/binding.dart,1,64,64,0,0,0,0,0,1,64,64,0
RenderObjectToWidgetElement,package:flutter/src/widgets/binding.dart,1,176,176,0,0,0,0,0,1,176,176,0
WidgetsFlutterBinding,package:flutter/src/widgets/binding.dart,1,480,480,0,0,0,0,0,1,480,480,0
DecoratedBox,package:flutter/src/widgets/container.dart,3,144,144,0,0,0,0,0,3,144,144,0
Container,package:flutter/src/widgets/container.dart,1141,127792,127792,0,0,0,0,0,1141,127792,127792,0
ContextMenuButtonType,package:flutter/src/widgets/context_menu_button_item.dart,6,192,192,0,0,0,0,0,6,192,192,0
DefaultSelectionStyle,package:flutter/src/widgets/default_selection_style.dart,3,144,144,0,0,0,0,0,3,144,144,0
_NullWidget,package:flutter/src/widgets/default_selection_style.dart,1,32,32,0,0,0,0,0,1,32,32,0
DefaultTextEditingShortcuts,package:flutter/src/widgets/default_text_editing_shortcuts.dart,1,32,32,0,0,0,0,0,1,32,32,0
DismissDirection,package:flutter/src/widgets/dismissible.dart,8,256,256,0,0,0,0,0,8,256,256,0
_FlingGestureKind,package:flutter/src/widgets/dismissible.dart,4,128,128,0,0,0,0,0,4,128,128,0
_DragEndKind,package:flutter/src/widgets/drag_target.dart,3,96,96,0,0,0,0,0,3,96,96,0
ExtendSelectionToNextWordBoundaryOrCaretLocationIntent,package:flutter/src/widgets/text_editing_intents.dart,2,32,32,0,0,0,0,0,2,32,32,0
SelectAllTextIntent,package:flutter/src/widgets/text_editing_intents.dart,1,16,16,0,0,0,0,0,1,16,16,0
CopySelectionTextIntent,package:flutter/src/widgets/text_editing_intents.dart,2,64,64,0,0,0,0,0,2,64,64,0
KeyEventResult,package:flutter/src/widgets/focus_manager.dart,4,128,128,0,0,0,0,0,4,128,128,0
FocusAttachment,package:flutter/src/widgets/focus_manager.dart,16,256,256,0,0,0,0,0,16,256,256,0
UnfocusDisposition,package:flutter/src/widgets/focus_manager.dart,3,96,96,0,0,0,0,0,3,96,96,0
FocusNode,package:flutter/src/widgets/focus_manager.dart,13,2496,2496,0,0,0,0,0,13,2496,2496,0
FocusScopeNode,package:flutter/src/widgets/focus_manager.dart,4,768,768,0,0,0,0,0,4,768,768,0
FocusHighlightMode,package:flutter/src/widgets/focus_manager.dart,3,96,96,0,0,0,0,0,3,96,96,0
FocusHighlightStrategy,package:flutter/src/widgets/focus_manager.dart,4,128,128,0,0,0,0,0,4,128,128,0
FocusManager,package:flutter/src/widgets/focus_manager.dart,1,144,144,0,0,0,0,0,1,144,144,0
Focus,package:flutter/src/widgets/focus_scope.dart,13,1664,1664,0,0,0,0,0,13,1664,1664,0
_FocusState,package:flutter/src/widgets/focus_scope.dart,13,1248,1248,0,0,0,0,0,13,1248,1248,0
FocusScope,package:flutter/src/widgets/focus_scope.dart,3,384,384,0,0,0,0,0,3,384,384,0
_FocusScopeState,package:flutter/src/widgets/focus_scope.dart,3,288,288,0,0,0,0,0,3,288,288,0
_FocusMarker,package:flutter/src/widgets/focus_scope.dart,16,768,768,0,0,0,0,0,16,768,768,0
TraversalDirection,package:flutter/src/widgets/focus_traversal.dart,5,160,160,0,0,0,0,0,5,160,160,0
ReadingOrderTraversalPolicy,package:flutter/src/widgets/focus_traversal.dart,1,16,16,0,0,0,0,0,1,16,16,0
FocusTraversalGroup,package:flutter/src/widgets/focus_traversal.dart,2,128,128,0,0,0,0,0,2,128,128,0
_FocusTraversalGroupState,package:flutter/src/widgets/focus_traversal.dart,2,96,96,0,0,0,0,0,2,96,96,0
_FocusTraversalGroupMarker,package:flutter/src/widgets/focus_traversal.dart,2,96,96,0,0,0,0,0,2,96,96,0
RequestFocusAction,package:flutter/src/widgets/focus_traversal.dart,1,32,32,0,0,0,0,0,1,32,32,0
NextFocusIntent,package:flutter/src/widgets/focus_traversal.dart,1,16,16,0,0,0,0,0,1,16,16,0
NextFocusAction,package:flutter/src/widgets/focus_traversal.dart,1,32,32,0,0,0,0,0,1,32,32,0
PreviousFocusIntent,package:flutter/src/widgets/focus_traversal.dart,1,16,16,0,0,0,0,0,1,16,16,0
PreviousFocusAction,package:flutter/src/widgets/focus_traversal.dart,1,32,32,0,0,0,0,0,1,32,32,0
DirectionalFocusIntent,package:flutter/src/widgets/focus_traversal.dart,4,128,128,0,0,0,0,0,4,128,128,0
LabeledGlobalKey,package:flutter/src/widgets/framework.dart,30,960,960,0,0,0,0,0,30,960,960,0
_StateLifecycle,package:flutter/src/widgets/framework.dart,5,160,160,0,0,0,0,0,5,160,160,0
_ElementLifecycle,package:flutter/src/widgets/framework.dart,5,160,160,0,0,0,0,0,5,160,160,0
_InactiveElements,package:flutter/src/widgets/framework.dart,1,32,32,0,0,0,0,0,1,32,32,0
BuildOwner,package:flutter/src/widgets/framework.dart,1,112,112,0,0,0,0,0,1,112,112,0
_NotificationNode,package:flutter/src/widgets/framework.dart,10,320,320,0,0,0,0,0,10,320,320,0
StatelessElement,package:flutter/src/widgets/framework.dart,3473,500112,500112,0,0,0,0,0,3473,500112,500112,0
StatefulElement,package:flutter/src/widgets/framework.dart,121,19360,19360,0,0,0,0,0,121,19360,19360,0
ParentDataElement,package:flutter/src/widgets/framework.dart,17,2720,2720,0,0,0,0,0,17,2720,2720,0
DebugCreator,package:flutter/src/widgets/framework.dart,4741,75856,75856,0,0,0,0,0,4741,75856,75856,0
IndexedSlot,package:flutter/src/widgets/framework.dart,1175,37600,37600,0,0,0,0,0,1175,37600,37600,0
_NullElement,package:flutter/src/widgets/framework.dart,1,128,128,0,0,0,0,0,1,128,128,0
_NullWidget,package:flutter/src/widgets/framework.dart,1,32,32,0,0,0,0,0,1,32,32,0
GestureRecognizerFactoryWithHandlers,package:flutter/src/widgets/gesture_detector.dart,8,256,256,0,0,0,0,0,8,256,256,0
GestureDetector,package:flutter/src/widgets/gesture_detector.dart,17,8976,8976,0,0,0,0,0,17,8976,8976,0
RawGestureDetector,package:flutter/src/widgets/gesture_detector.dart,9,576,576,0,0,0,0,0,9,576,576,0
RawGestureDetectorState,package:flutter/src/widgets/gesture_detector.dart,9,576,576,0,0,0,0,0,9,576,576,0
_GestureSemantics,package:flutter/src/widgets/gesture_detector.dart,2,96,96,0,0,0,0,0,2,96,96,0
_DefaultSemanticsGestureDelegate,package:flutter/src/widgets/gesture_detector.dart,8,128,128,0,0,0,0,0,8,128,128,0
HeroFlightDirection,package:flutter/src/widgets/heroes.dart,3,96,96,0,0,0,0,0,3,96,96,0
HeroController,package:flutter/src/widgets/heroes.dart,1,32,32,0,0,0,0,0,1,32,32,0
Icon,package:flutter/src/widgets/icon.dart,7,784,784,0,0,0,0,0,7,784,784,0
IconData,package:flutter/src/widgets/icon_data.dart,6,288,288,0,0,0,0,0,6,288,288,0
IconTheme,package:flutter/src/widgets/icon_theme.dart,10,480,480,0,0,0,0,0,10,480,480,0
DecorationTween,package:flutter/src/widgets/implicit_animations.dart,1,32,32,0,0,0,0,0,1,32,32,0
BorderRadiusTween,package:flutter/src/widgets/implicit_animations.dart,4,128,128,0,0,0,0,0,4,128,128,0
TextStyleTween,package:flutter/src/widgets/implicit_animations.dart,6,192,192,0,0,0,0,0,6,192,192,0
AnimatedDefaultTextStyle,package:flutter/src/widgets/implicit_animations.dart,6,672,672,0,0,0,0,0,6,672,672,0
_AnimatedDefaultTextStyleState,package:flutter/src/widgets/implicit_animations.dart,6,480,480,0,0,0,0,0,6,480,480,0
AnimatedPhysicalModel,package:flutter/src/widgets/implicit_animations.dart,4,512,512,0,0,0,0,0,4,512,512,0
_AnimatedPhysicalModelState,package:flutter/src/widgets/implicit_animations.dart,4,448,448,0,0,0,0,0,4,448,448,0
InheritedModelElement,package:flutter/src/widgets/inherited_model.dart,1,160,160,0,0,0,0,0,1,160,160,0
_InheritedNotifierElement,package:flutter/src/widgets/inherited_notifier.dart,16,2816,2816,0,0,0,0,0,16,2816,2816,0
CapturedThemes,package:flutter/src/widgets/inherited_theme.dart,1,16,16,0,0,0,0,0,1,16,16,0
_GestureType,package:flutter/src/widgets/interactive_viewer.dart,4,128,128,0,0,0,0,0,4,128,128,0
PanAxis,package:flutter/src/widgets/interactive_viewer.dart,5,160,160,0,0,0,0,0,5,160,160,0
_WidgetsLocalizationsDelegate,package:flutter/src/widgets/localizations.dart,1,16,16,0,0,0,0,0,1,16,16,0
DefaultWidgetsLocalizations,package:flutter/src/widgets/localizations.dart,1,16,16,0,0,0,0,0,1,16,16,0
_LocalizationsScope,package:flutter/src/widgets/localizations.dart,1,64,64,0,0,0,0,0,1,64,64,0
Localizations,package:flutter/src/widgets/localizations.dart,1,48,48,0,0,0,0,0,1,48,48,0
_LocalizationsState,package:flutter/src/widgets/localizations.dart,1,64,64,0,0,0,0,0,1,64,64,0
Orientation,package:flutter/src/widgets/media_query.dart,3,96,96,0,0,0,0,0,3,96,96,0
MediaQueryData,package:flutter/src/widgets/media_query.dart,18,2592,2592,0,0,0,0,0,18,2592,2592,0
MediaQuery,package:flutter/src/widgets/media_query.dart,18,864,864,0,0,0,0,0,18,864,864,0
NavigationMode,package:flutter/src/widgets/media_query.dart,3,96,96,0,0,0,0,0,3,96,96,0
_MediaQueryFromWindow,package:flutter/src/widgets/media_query.dart,1,32,32,0,0,0,0,0,1,32,32,0
_MediaQueryFromWindowState,package:flutter/src/widgets/media_query.dart,1,48,48,0,0,0,0,0,1,48,48,0
ModalBarrier,package:flutter/src/widgets/modal_barrier.dart,1,64,64,0,0,0,0,0,1,64,64,0
_AnyTapGestureRecognizer,package:flutter/src/widgets/modal_barrier.dart,1,176,176,0,0,0,0,0,1,176,176,0
_ModalBarrierSemanticsDelegate,package:flutter/src/widgets/modal_barrier.dart,1,16,16,0,0,0,0,0,1,16,16,0
_AnyTapGestureRecognizerFactory,package:flutter/src/widgets/modal_barrier.dart,1,32,32,0,0,0,0,0,1,32,32,0
_ModalBarrierGestureDetector,package:flutter/src/widgets/modal_barrier.dart,1,48,48,0,0,0,0,0,1,48,48,0
NavigationToolbar,package:flutter/src/widgets/navigation_toolbar.dart,2,128,128,0,0,0,0,0,2,128,128,0
_ToolbarSlot,package:flutter/src/widgets/navigation_toolbar.dart,4,128,128,0,0,0,0,0,4,128,128,0
_ToolbarLayout,package:flutter/src/widgets/navigation_toolbar.dart,2,128,128,0,0,0,0,0,2,128,128,0
RoutePopDisposition,package:flutter/src/widgets/navigator.dart,4,128,128,0,0,0,0,0,4,128,128,0
RouteSettings,package:flutter/src/widgets/navigator.dart,2,64,64,0,0,0,0,0,2,64,64,0
HeroControllerScope,package:flutter/src/widgets/navigator.dart,2,96,96,0,0,0,0,0,2,96,96,0
DefaultTransitionDelegate,package:flutter/src/widgets/navigator.dart,1,16,16,0,0,0,0,0,1,16,16,0
Navigator,package:flutter/src/widgets/navigator.dart,1,128,128,0,0,0,0,0,1,128,128,0
_RouteLifecycle,package:flutter/src/widgets/navigator.dart,16,512,512,0,0,0,0,0,16,512,512,0
_NotAnnounced,package:flutter/src/widgets/navigator.dart,1,48,48,0,0,0,0,0,1,48,48,0
_RouteEntry,package:flutter/src/widgets/navigator.dart,2,192,192,0,0,0,0,0,2,192,192,0
NavigatorState,package:flutter/src/widgets/navigator.dart,1,224,224,0,0,0,0,0,1,224,224,0
_RouteRestorationType,package:flutter/src/widgets/navigator.dart,3,96,96,0,0,0,0,0,3,96,96,0
_NamedRestorationInformation,package:flutter/src/widgets/navigator.dart,1,48,48,0,0,0,0,0,1,48,48,0
_HistoryProperty,package:flutter/src/widgets/navigator.dart,1,96,96,0,0,0,0,0,1,96,96,0
_NestedBallisticScrollActivityMode,package:flutter/src/widgets/nested_scroll_view.dart,4,128,128,0,0,0,0,0,4,128,128,0
NotificationListener,package:flutter/src/widgets/notification_listener.dart,10,480,480,0,0,0,0,0,10,480,480,0
_NotificationElement,package:flutter/src/widgets/notification_listener.dart,10,1600,1600,0,0,0,0,0,10,1600,1600,0
OverflowBarAlignment,package:flutter/src/widgets/overflow_bar.dart,4,128,128,0,0,0,0,0,4,128,128,0
OverlayEntry,package:flutter/src/widgets/overlay.dart,6,384,384,0,0,0,0,0,6,384,384,0
_OverlayEntryWidget,package:flutter/src/widgets/overlay.dart,3,144,144,0,0,0,0,0,3,144,144,0
_OverlayEntryWidgetState,package:flutter/src/widgets/overlay.dart,3,144,144,0,0,0,0,0,3,144,144,0
Overlay,package:flutter/src/widgets/overlay.dart,1,48,48,0,0,0,0,0,1,48,48,0
OverlayState,package:flutter/src/widgets/overlay.dart,1,64,64,0,0,0,0,0,1,64,64,0
_Theatre,package:flutter/src/widgets/overlay.dart,1,48,48,0,0,0,0,0,1,48,48,0
_TheatreElement,package:flutter/src/widgets/overlay.dart,1,176,176,0,0,0,0,0,1,176,176,0
_RenderTheatre,package:flutter/src/widgets/overlay.dart,1,320,320,0,0,0,0,0,1,320,320,0
_GlowState,package:flutter/src/widgets/overscroll_indicator.dart,5,160,160,0,0,0,0,0,5,160,160,0
_StretchState,package:flutter/src/widgets/overscroll_indicator.dart,5,160,160,0,0,0,0,0,5,160,160,0
PageStorageBucket,package:flutter/src/widgets/page_storage.dart,4,64,64,0,0,0,0,0,4,64,64,0
PageStorage,package:flutter/src/widgets/page_storage.dart,2,96,96,0,0,0,0,0,2,96,96,0
DefaultPlatformMenuDelegate,package:flutter/src/widgets/platform_menu_bar.dart,1,48,48,0,0,0,0,0,1,48,48,0
PlatformProvidedMenuItemType,package:flutter/src/widgets/platform_menu_bar.dart,13,416,416,0,0,0,0,0,13,416,416,0
PrimaryScrollController,package:flutter/src/widgets/primary_scroll_controller.dart,2,128,128,0,0,0,0,0,2,128,128,0
RestorationScope,package:flutter/src/widgets/restoration.dart,3,144,144,0,0,0,0,0,3,144,144,0
_RestorationScopeState,package:flutter/src/widgets/restoration.dart,3,240,240,0,0,0,0,0,3,240,240,0
UnmanagedRestorationScope,package:flutter/src/widgets/restoration.dart,5,240,240,0,0,0,0,0,5,240,240,0
RootRestorationScope,package:flutter/src/widgets/restoration.dart,1,48,48,0,0,0,0,0,1,48,48,0
_RootRestorationScopeState,package:flutter/src/widgets/restoration.dart,1,80,80,0,0,0,0,0,1,80,80,0
RestorableNum,package:flutter/src/widgets/restoration_properties.dart,1,112,112,0,0,0,0,0,1,112,112,0
RestorableBool,package:flutter/src/widgets/restoration_properties.dart,4,448,448,0,0,0,0,0,4,448,448,0
RouteInformationReportingType,package:flutter/src/widgets/router.dart,4,128,128,0,0,0,0,0,4,128,128,0
_DismissModalAction,package:flutter/src/widgets/routes.dart,2,96,96,0,0,0,0,0,2,96,96,0
_ModalScopeStatus,package:flutter/src/widgets/routes.dart,2,128,128,0,0,0,0,0,2,128,128,0
_ModalScope,package:flutter/src/widgets/routes.dart,3,144,144,0,0,0,0,0,3,144,144,0
_ModalScopeState,package:flutter/src/widgets/routes.dart,2,160,160,0,0,0,0,0,2,160,160,0
SafeArea,package:flutter/src/widgets/safe_area.dart,3,240,240,0,0,0,0,0,3,240,240,0
AndroidOverscrollIndicator,package:flutter/src/widgets/scroll_configuration.dart,3,96,96,0,0,0,0,0,3,96,96,0
ScrollConfiguration,package:flutter/src/widgets/scroll_configuration.dart,1,48,48,0,0,0,0,0,1,48,48,0
_ScrollNotificationObserverScope,package:flutter/src/widgets/scroll_notification_observer.dart,2,96,96,0,0,0,0,0,2,96,96,0
_ListenerEntry,package:flutter/src/widgets/scroll_notification_observer.dart,2,96,96,0,0,0,0,0,2,96,96,0
ScrollNotificationObserver,package:flutter/src/widgets/scroll_notification_observer.dart,2,64,64,0,0,0,0,0,2,64,64,0
ScrollNotificationObserverState,package:flutter/src/widgets/scroll_notification_observer.dart,2,96,96,0,0,0,0,0,2,96,96,0
ScrollDecelerationRate,package:flutter/src/widgets/scroll_physics.dart,3,96,96,0,0,0,0,0,3,96,96,0
ClampingScrollPhysics,package:flutter/src/widgets/scroll_physics.dart,1,16,16,0,0,0,0,0,1,16,16,0
AlwaysScrollableScrollPhysics,package:flutter/src/widgets/scroll_physics.dart,1,16,16,0,0,0,0,0,1,16,16,0
ScrollPositionAlignmentPolicy,package:flutter/src/widgets/scroll_position.dart,4,128,128,0,0,0,0,0,4,128,128,0
ScrollViewKeyboardDismissBehavior,package:flutter/src/widgets/scroll_view.dart,3,96,96,0,0,0,0,0,3,96,96,0
ScrollIncrementType,package:flutter/src/widgets/scrollable.dart,3,96,96,0,0,0,0,0,3,96,96,0
ScrollIntent,package:flutter/src/widgets/scrollable.dart,6,192,192,0,0,0,0,0,6,192,192,0
ScrollAction,package:flutter/src/widgets/scrollable.dart,2,64,64,0,0,0,0,0,2,64,64,0
ScrollbarOrientation,package:flutter/src/widgets/scrollbar.dart,5,160,160,0,0,0,0,0,5,160,160,0
WidgetsServiceExtensions,package:flutter/src/widgets/service_extensions.dart,9,288,288,0,0,0,0,0,9,288,288,0
WidgetInspectorServiceExtensions,package:flutter/src/widgets/service_extensions.dart,33,1056,1056,0,0,0,0,0,33,1056,1056,0
SharedAppData,package:flutter/src/widgets/shared_app_data.dart,1,32,32,0,0,0,0,0,1,32,32,0
_SharedAppDataState,package:flutter/src/widgets/shared_app_data.dart,1,48,48,0,0,0,0,0,1,48,48,0
_SharedAppModel,package:flutter/src/widgets/shared_app_data.dart,1,64,64,0,0,0,0,0,1,64,64,0
SingleActivator,package:flutter/src/widgets/shortcuts.dart,80,5120,5120,0,0,0,0,0,80,5120,5120,0
ShortcutManager,package:flutter/src/widgets/shortcuts.dart,4,320,320,0,0,0,0,0,4,320,320,0
Shortcuts,package:flutter/src/widgets/shortcuts.dart,4,256,256,0,0,0,0,0,4,256,256,0
_ShortcutsState,package:flutter/src/widgets/shortcuts.dart,4,192,192,0,0,0,0,0,4,192,192,0
ShortcutRegistry,package:flutter/src/widgets/shortcuts.dart,1,80,80,0,0,0,0,0,1,80,80,0
ShortcutRegistrar,package:flutter/src/widgets/shortcuts.dart,1,32,32,0,0,0,0,0,1,32,32,0
_ShortcutRegistrarState,package:flutter/src/widgets/shortcuts.dart,1,64,64,0,0,0,0,0,1,64,64,0
_ShortcutRegistrarMarker,package:flutter/src/widgets/shortcuts.dart,1,48,48,0,0,0,0,0,1,48,48,0
SnapshotMode,package:flutter/src/widgets/snapshot_widget.dart,4,128,128,0,0,0,0,0,4,128,128,0
TapRegionSurface,package:flutter/src/widgets/tap_region.dart,1,32,32,0,0,0,0,0,1,32,32,0
RenderTapRegionSurface,package:flutter/src/widgets/tap_region.dart,1,288,288,0,0,0,0,0,1,288,288,0
DefaultTextStyle,package:flutter/src/widgets/text.dart,15,1440,1440,0,0,0,0,0,15,1440,1440,0
_NullWidget,package:flutter/src/widgets/text.dart,1,32,32,0,0,0,0,0,1,32,32,0
Text,package:flutter/src/widgets/text.dart,1141,164304,164304,0,0,0,0,0,1141,164304,164304,0
DoNothingAndStopPropagationTextIntent,package:flutter/src/widgets/text_editing_intents.dart,1,16,16,0,0,0,0,0,1,16,16,0
DeleteCharacterIntent,package:flutter/src/widgets/text_editing_intents.dart,2,32,32,0,0,0,0,0,2,32,32,0
DeleteToNextWordBoundaryIntent,package:flutter/src/widgets/text_editing_intents.dart,2,32,32,0,0,0,0,0,2,32,32,0
DeleteToLineBreakIntent,package:flutter/src/widgets/text_editing_intents.dart,2,32,32,0,0,0,0,0,2,32,32,0
ExtendSelectionByCharacterIntent,package:flutter/src/widgets/text_editing_intents.dart,4,192,192,0,0,0,0,0,4,192,192,0
ExtendSelectionToNextWordBoundaryIntent,package:flutter/src/widgets/text_editing_intents.dart,2,96,96,0,0,0,0,0,2,96,96,0
ExpandSelectionToDocumentBoundaryIntent,package:flutter/src/widgets/text_editing_intents.dart,2,32,32,0,0,0,0,0,2,32,32,0
ExpandSelectionToLineBreakIntent,package:flutter/src/widgets/text_editing_intents.dart,2,32,32,0,0,0,0,0,2,32,32,0
ExtendSelectionToLineBreakIntent,package:flutter/src/widgets/text_editing_intents.dart,2,96,96,0,0,0,0,0,2,96,96,0
ExtendSelectionVerticallyToAdjacentLineIntent,package:flutter/src/widgets/text_editing_intents.dart,4,192,192,0,0,0,0,0,4,192,192,0
ExtendSelectionVerticallyToAdjacentPageIntent,package:flutter/src/widgets/text_editing_intents.dart,2,96,96,0,0,0,0,0,2,96,96,0
ExtendSelectionToDocumentBoundaryIntent,package:flutter/src/widgets/text_editing_intents.dart,2,96,96,0,0,0,0,0,2,96,96,0
ScrollToDocumentBoundaryIntent,package:flutter/src/widgets/text_editing_intents.dart,2,32,32,0,0,0,0,0,2,32,32,0
PasteTextIntent,package:flutter/src/widgets/text_editing_intents.dart,1,16,16,0,0,0,0,0,1,16,16,0
RedoTextIntent,package:flutter/src/widgets/text_editing_intents.dart,1,16,16,0,0,0,0,0,1,16,16,0
UndoTextIntent,package:flutter/src/widgets/text_editing_intents.dart,1,16,16,0,0,0,0,0,1,16,16,0
TransposeCharactersIntent,package:flutter/src/widgets/text_editing_intents.dart,1,16,16,0,0,0,0,0,1,16,16,0
ClipboardStatus,package:flutter/src/widgets/text_selection.dart,4,128,128,0,0,0,0,0,4,128,128,0
TickerMode,package:flutter/src/widgets/ticker_provider.dart,3,144,144,0,0,0,0,0,3,144,144,0
_TickerModeState,package:flutter/src/widgets/ticker_provider.dart,3,192,192,0,0,0,0,0,3,192,192,0
_EffectiveTickerMode,package:flutter/src/widgets/ticker_provider.dart,3,144,144,0,0,0,0,0,3,144,144,0
_WidgetTicker,package:flutter/src/widgets/ticker_provider.dart,8,640,640,0,0,0,0,0,8,640,640,0
Title,package:flutter/src/widgets/title.dart,1,48,48,0,0,0,0,0,1,48,48,0
_AnimatedState,package:flutter/src/widgets/transitions.dart,18,864,864,0,0,0,0,0,18,864,864,0
SlideTransition,package:flutter/src/widgets/transitions.dart,4,256,256,0,0,0,0,0,4,256,256,0
ScaleTransition,package:flutter/src/widgets/transitions.dart,2,128,128,0,0,0,0,0,2,128,128,0
RotationTransition,package:flutter/src/widgets/transitions.dart,2,128,128,0,0,0,0,0,2,128,128,0
DecoratedBoxTransition,package:flutter/src/widgets/transitions.dart,2,128,128,0,0,0,0,0,2,128,128,0
AnimatedBuilder,package:flutter/src/widgets/transitions.dart,9,432,432,0,0,0,0,0,9,432,432,0
_WidgetInspectorService,package:flutter/src/widgets/widget_inspector.dart,1,160,160,0,0,0,0,0,1,160,160,0
_ElementLocationStatsTracker,package:flutter/src/widgets/widget_inspector.dart,2,64,64,0,0,0,0,0,2,64,64,0
_WidgetForTypeTests,package:flutter/src/widgets/widget_inspector.dart,1,32,32,0,0,0,0,0,1,32,32,0
InspectorSelection,package:flutter/src/widgets/widget_inspector.dart,1,48,48,0,0,0,0,0,1,48,48,0
_Location,package:flutter/src/widgets/widget_inspector.dart,406,19488,19488,0,0,0,0,0,406,19488,19488,0
FileType,package:file_picker/src/file_picker.dart,7,224,224,0,0,0,0,0,7,224,224,0
FilePickerStatus,package:file_picker/src/file_picker.dart,3,96,96,0,0,0,0,0,3,96,96,0
FilePickerMacOS,package:file_picker/src/file_picker_macos.dart,1,16,16,0,0,0,0,0,1,16,16,0
DiTreDiController,package:ditredi/src/controller/ditredi_controller.dart,1,160,160,0,0,0,0,0,1,160,160,0
Axis3D,package:ditredi/src/model/axis.dart,4,128,128,0,0,0,0,0,4,128,128,0
DiTreDiConfig,package:ditredi/src/model/ditredi_config.dart,1,64,64,0,0,0,0,0,1,64,64,0
Line3D,package:ditredi/src/model/figure/line_3d.dart,320,15360,15360,0,0,0,0,0,320,15360,15360,0
Point3D,package:ditredi/src/model/figure/point_3d.dart,146086,4674752,4674752,0,0,0,0,0,146086,4674752,4674752,0
HeapPriorityQueue,package:collection/src/priority_queue.dart,9,432,432,0,0,0,0,0,9,432,432,0
